"Id Empenho";"Código Empenho";"Código Empenho Resumido";"Data Emissão";"Código Tipo Documento";"Tipo Documento";"Tipo Empenho";"Espécie Empenho";"Código Órgão Superior";"Órgão Superior";"Código Órgão";"Órgão";"Código Unidade Gestora";"Unidade Gestora";"Código Gestão";"Gestão";"Código Favorecido";"Favorecido";"Observação";"Código Esfera Orçamentária";"Esfera Orçamentária";"Código Tipo Crédito";"Tipo Crédito";"Código Grupo Fonte Recurso";"Grupo Fonte Recurso";"Código Fonte Recurso";"Fonte Recurso";"Código Unidade Orçamentária";"Unidade Orçamentária";"Código Função";"Função";"Código SubFunção";"SubFunção";"Código Programa";"Programa";"Código Ação";"Ação";"Linguagem Cidadã";"Código Subtítulo (Localizador)";"Subtítulo (Localizador)";"Código Plano Orçamentário";"Plano Orçamentário";"Código Programa Governo";"Nome Programa Governo";"Autor Emenda";"Código Categoria de Despesa";"Categoria de Despesa";"Código Grupo de Despesa";"Grupo de Despesa";"Código Modalidade de Aplicação";"Modalidade de Aplicação";"Código Elemento de Despesa";"Elemento de Despesa";"Processo";"Modalidade de Licitação";"Inciso";"Amparo";"Referência de Dispensa ou Inexigibilidade";"Código Convênio";"Contrato de Repasse / Termo de Parceria / Outros";"Valor Original do Empenho";"Valor do Empenho Convertido pra R$";"Valor Utilizado na Conversão"
"562152837";"164204162042024NE000001";"2024NE000001";"02/01/2024";"NE";"Nota de Empenho";"Estimativo";"Não se aplica";"52000";"Ministério da Defesa";"52222";"Fundação Osório";"164204";"FUNDACAO OSORIO";"16204";"FUNDACAO OSORIO";"170010";"SECRET. ESPECIAL DA RECEITA FEDERAL DO BRASIL";"DESPESAS COM PSS (PATRONAL), NO EXERCICIO.";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"00";"RECURSOS ORDINARIOS";"52222";"FUNDACAO OSORIO";"05";"Defesa nacional";"846";"Outros encargos especiais";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"09HB";"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS";"";"09HB0001";"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQ - NACIONAL";"0000";"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O CUSTEIO DO REGIME DE PREVIDENCIA DOS SERVIDORES PUBLICOS FEDERAIS";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"1";"Pessoal e Encargos Sociais";"91";"Aplicação Direta Decorrente de Operação entre ";"13";"Obrigações Patronais";"-8";"Não se Aplica";"SI";"SEM INFORMACAO";"-2";"-1";"NAO SE APLICA";"2264197,00";"2264197,00";"1,0000"
"562403181";"495110292082024NE000139";"2024NE000139";"02/01/2024";"NE";"Nota de Empenho";"Ordinário";"Não se aplica";"32000";"Ministério de Minas e Energia";"29208";"Companhia de Pesquisa de Recursos Minerais";"495110";"COMPANHIA DE PESQUISA DE RECURSOS MINERAIS";"29208";"COMPANHIA DE PESQUISA DE RECURSOS MINERAIS";"***.768.403-**";"INACIO CAVALCANTE MELO NETO";"CONCESSAO DE SUPRIMENTOS DE FUNDOS PARA UTILIZACAO EM PEQUENAS DESPESAS PARA FINS DE ATENDER AO SENHOR DIRETOR-PRESIDENTE NA ESTRUTURA DA PRESIDENCIA NA SEDE E EM VIAGENS INSTITUCIONAIS, PERIODO DE APLICACAO 27/12/2023 A 26/02/2024. CONFORME PROCESSO SEI Nº.48035.003950/2023-10.....CENTRO DE CUSTO.5110.500.";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"04";"RETORNO DO FUNDO SOCIAL";"32202";"COMPANHIA DE PESQUISA DE RECURSOS MINERAIS";"22";"Indústria";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000001";"ADMINISTRACAO DA UNIDADE       - NACIONAL";"0000";"ADMINISTRACAO DA UNIDADE";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"48035.003950/2023-10";"Suprimento de Fundo";"III";"DECRETO 93.872 / 1986";"-2";"-1";"NAO SE APLICA";"2000,00";"2000,00";"1,0000"
"562423370";"495110292082024NE000140";"2024NE000140";"02/01/2024";"NE";"Nota de Empenho";"Ordinário";"Não se aplica";"32000";"Ministério de Minas e Energia";"29208";"Companhia de Pesquisa de Recursos Minerais";"495110";"COMPANHIA DE PESQUISA DE RECURSOS MINERAIS";"29208";"COMPANHIA DE PESQUISA DE RECURSOS MINERAIS";"***.768.403-**";"INACIO CAVALCANTE MELO NETO";"CONCESSAO DE SUPRIMENTOS DE FUNDOS PARA UTILIZACAO EM PEQUENAS DESPESAS PARA FINS DE ATENDER AO SENHOR DIRETOR-PRESIDENTE NA ESTRUTURA DA PRESIDENCIA NA SEDE E EM VIAGENS INSTITUCIONAIS, PERIODO DE APLICACAO 27/12/2023 A 26/02/2024. CONFORME PROCESSO SEI Nº.48035.003950/2023-10.....CENTRO DE CUSTO.5110.500.";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"04";"RETORNO DO FUNDO SOCIAL";"32202";"COMPANHIA DE PESQUISA DE RECURSOS MINERAIS";"22";"Indústria";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000001";"ADMINISTRACAO DA UNIDADE       - NACIONAL";"0000";"ADMINISTRACAO DA UNIDADE";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"39";"Outros Serviços de Terceiros - Pessoa Juríd";"48035.003950/2023-10";"Suprimento de Fundo";"III";"DECRETO 93.872 / 1986";"-2";"-1";"NAO SE APLICA";"3000,00";"3000,00";"1,0000"
"562555758";"495110292082024NE000204";"2024NE000204";"02/01/2024";"NE";"Nota de Empenho";"Estimativo";"Não se aplica";"32000";"Ministério de Minas e Energia";"29208";"Companhia de Pesquisa de Recursos Minerais";"495110";"COMPANHIA DE PESQUISA DE RECURSOS MINERAIS";"29208";"COMPANHIA DE PESQUISA DE RECURSOS MINERAIS";"***.466.566-**";"RAFAEL DA SILVA RAMOS DE OLIVEIRA";"CONCESSAO DE SUPRIMENTO DE FUNDO PARA ATENDER DE DESPESAS DE PEQUENO VULTO, EM ATENDIMENTO AO SERVICO DE ADMINISTRACAO E FINANCAS - SERFI-BR, NO PERIODO DE APLICACAO JANEIRO E FEVEREIRO. CONFORME PROCESSO SEI Nº. 48086.009197/2023-71...CENTRO DE CUSTO:5110.500...PTRES:174232..FONTE:1000.";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"04";"RETORNO DO FUNDO SOCIAL";"32202";"COMPANHIA DE PESQUISA DE RECURSOS MINERAIS";"22";"Indústria";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000001";"ADMINISTRACAO DA UNIDADE       - NACIONAL";"0000";"ADMINISTRACAO DA UNIDADE";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"48086.009197/2023-71";"Suprimento de Fundo";"III";"DECRETO 93.872 / 1986";"-2";"-1";"NAO SE APLICA";"876,14";"876,14";"1,0000"
"562147902";"164204162042024NE000004";"2024NE000004";"02/01/2024";"NE";"Nota de Empenho";"Estimativo";"Não se aplica";"52000";"Ministério da Defesa";"52222";"Fundação Osório";"164204";"FUNDACAO OSORIO";"16204";"FUNDACAO OSORIO";"17312597000102";"FUNDACAO DE PREVIDENCIA COMPLEMENTAR DO SERVIDOR PUBLIC";"DESPESAS COM PREVIDENCIA COMPLEMENTAR (PATRONAL), NO EXERCICIO.";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"00";"RECURSOS ORDINARIOS";"52222";"FUNDACAO OSORIO";"05";"Defesa nacional";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"20TP";"ATIVOS CIVIS DA UNIAO";"";"20TP0001";"ATIVOS CIVIS DA UNIAO         - NACIONAL";"0000";"ATIVOS CIVIS DA UNIAO";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"1";"Pessoal e Encargos Sociais";"90";"Aplicações Diretas";"07";"Contribuição a Entidades Fechadas de Previd";"-8";"Não se Aplica";"SI";"SEM INFORMACAO";"-2";"-1";"NAO SE APLICA";"85000,00";"85000,00";"1,0000"
"562148811";"164204162042024NE000003";"2024NE000003";"02/01/2024";"NE";"Nota de Empenho";"Estimativo";"Não se aplica";"52000";"Ministério da Defesa";"52222";"Fundação Osório";"164204";"FUNDACAO OSORIO";"16204";"FUNDACAO OSORIO";"510001";"COORD.GERAL DE ORCAMENTO, FINANCAS E CONTAB.";"DESPESAS COM INSS (PATRONAL), NO EXERCICIO.";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"00";"RECURSOS ORDINARIOS";"52222";"FUNDACAO OSORIO";"05";"Defesa nacional";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"20TP";"ATIVOS CIVIS DA UNIAO";"";"20TP0001";"ATIVOS CIVIS DA UNIAO         - NACIONAL";"0000";"ATIVOS CIVIS DA UNIAO";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"1";"Pessoal e Encargos Sociais";"91";"Aplicação Direta Decorrente de Operação entre ";"13";"Obrigações Patronais";"-8";"Não se Aplica";"SI";"SEM INFORMACAO";"-2";"-1";"NAO SE APLICA";"190000,00";"190000,00";"1,0000"
"562228335";"343002404012024NE000012";"2024NE000012";"02/01/2024";"NE";"Nota de Empenho";"Ordinário";"Não se aplica";"42000";"Ministério da Cultura";"20411";"Instituto do Patrimônio Histórico e Artíst";"343002";"SUPERINTENDENCIA DO IPHAN NO PARA, IPHAN-PA";"40401";"INSTITUTO DO PATRIMONIO HIST. E ART. NACIONAL";"03746938001387";"BRS SUPRIMENTOS CORPORATIVOS S/A";"AQUISICAO DE MATERIAL DE CONSUMO IMEDIATO";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"00";"RECURSOS ORDINARIOS";"42204";"INSTITUTO DO PATRIMONIO HIST. E ART. NACIONAL";"13";"Cultura";"122";"Administração geral";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000001";"ADMINISTRACAO DA UNIDADE       - NACIONAL";"0000";"ADMINISTRACAO DA UNIDADE";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"30";"Material de Consumo";"01492.000540/2019-80";"Pregão";"SI";"LEI 10.520 / 2002";"-2";"-1";"NAO SE APLICA";"1020,55";"1020,55";"1,0000"
"562150653";"164204162042024NE000011";"2024NE000011";"02/01/2024";"NE";"Nota de Empenho";"Estimativo";"Não se aplica";"52000";"Ministério da Defesa";"52222";"Fundação Osório";"164204";"FUNDACAO OSORIO";"16204";"FUNDACAO OSORIO";"164204";"FUNDACAO OSORIO";"DESPESAS COM AUXILIO ALIMENTACAO, NO EXERCICIO.";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"00";"RECURSOS ORDINARIOS";"52222";"FUNDACAO OSORIO";"05";"Defesa nacional";"331";"Proteção e benefícios ao trabalhador";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"212B";"BENEFICIOS OBRIGATORIOS AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"";"212B0033";"BENEFICIOS OBRIGATORIOS AOS SERVIDORE - NO ESTADO DO RIO DE";"0005";"AUXILIO-ALIMENTACAO DE CIVIS ATIVOS";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"46";"Auxílio-Alimentação";"-8";"Não se Aplica";"SI";"SEM INFORMACAO";"-2";"-1";"NAO SE APLICA";"550123,00";"550123,00";"1,0000"
"562145534";"170600000012024NE000019";"2024NE000019";"02/01/2024";"NE";"Nota de Empenho";"Estimativo";"Não se aplica";"25000";"Ministério da Fazenda";"25000";"Ministério da Fazenda - Unidades com víncul";"170600";"COORD.GERAL DE CONTROLE DA DIVIDA PUBLICA";"00001";"TESOURO NACIONAL";"170600";"COORD.GERAL DE CONTROLE DA DIVIDA PUBLICA";"9999NAVAL1 - ENCARGOS";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"44";"TÍTULOS DE RESPONSABILID.DO TESOURO NACIONAL";"75101";"REC.SOB SUPERV. DO ME - DIVIDA PUB FED";"28";"Encargos especiais";"843";"Serviço da dívida interna";"0905";"OPERACOES ESPECIAIS: SERVICO DA DIVIDA INTERNA (JUROS EAMORTIZACOES)";"0455";"SERVICOS DA DIVIDA PUBLICA FEDERAL INTERNA";"";"04550001";"SERVICOS DA DIVIDA PUBLICA FEDERAL IN - NACIONAL";"0004";"HONRA DE COMPROMISSO INTERNO DECORRENTE DE AVAL CONCEDIDO PELA UNIAO (LEI COMPLEMENTAR N. 101, DE 2000)";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"2";"Juros e Encargos da Dívida";"90";"Aplicações Diretas";"22";"Outros Encargos sobre a Dívida por Contrato";"-8";"Não se Aplica";"SI";"SEM INFORMACAO";"-2";"-1";"NAO SE APLICA";"0,00";"0,00";"0,00"
"562168048";"164204162042024NE000012";"2024NE000012";"02/01/2024";"NE";"Nota de Empenho";"Estimativo";"Não se aplica";"52000";"Ministério da Defesa";"52222";"Fundação Osório";"164204";"FUNDACAO OSORIO";"16204";"FUNDACAO OSORIO";"164204";"FUNDACAO OSORIO";"DESPESAS COM PSS (PATRONAL), NO EXERCICIO.";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos Do Tesouro - Exercicio Corrente";"00";"RECURSOS ORDINARIOS";"52222";"FUNDACAO OSORIO";"05";"Defesa nacional";"331";"Proteção e benefícios ao trabalhador";"0032";"PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPREGADOS, MILITARES E SEUS DEPENDENTES";"Assistência Médica e Odontológica";"20040033";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS - NO ESTADO DO RIO DE";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"00";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Aplicações Diretas";"93";"Indenizações e Restituições";"-8";"Não se Aplica";"SI";"SEM INFORMACAO";"-2";"-1";"NAO SE APLICA";"74078,00";"74078,00";"1,0000"
